iter	RMSE
137	0.8120206168
138	0.8107132709
139	0.8094529097
140	0.8082653482
141	0.806670633
142	0.8044301084
143	0.8028059461
144	0.8020416294
145	0.801199376
146	0.7994292846
147	0.7982476651
148	0.797400113
149	0.7963928667
150	0.7954775712
151	0.7945448748
152	0.7931404724
153	0.7922039883
154	0.7915869195
155	0.7907730701
156	0.7899671367
157	0.7884313492
158	0.7876282143
159	0.7861322323
160	0.7853779729
161	0.784144928
162	0.7825622958
163	0.7817102141
164	0.7801467312
165	0.7794641065
166	0.7780071709
167	0.7773054716
168	0.7761307401
169	0.7743515386
170	0.7736345122
171	0.7726060692
172	0.7718634233
173	0.771198588
174	0.7704045556
175	0.768611726
176	0.7677538183
177	0.7672518805
178	0.766498403
179	0.7654024955
180	0.7644927352
181	0.7638496737
182	0.762611618
183	0.7616951811
184	0.7606914318
185	0.7593196328
186	0.7586714791
187	0.7574685371
188	0.7563665258
189	0.7558538674
190	0.7534039544
191	0.7521391563
192	0.751374031
193	0.7505907122
194	0.7497935546
195	0.7492086614
196	0.7480899873
197	0.7473081081
198	0.7467577174
199	0.7455656613
200	0.7440813886
201	0.7433246268
202	0.7428336594
203	0.7425417098
204	0.7413390135
205	0.7391561857
206	0.7381645513
207	0.7369797431
208	0.736241329
209	0.7356025947
210	0.7349839932
211	0.7347579747
212	0.7341309413
213	0.7336072942
214	0.7310198563
215	0.7302272026
216	0.729723668
217	0.7292082238
218	0.7282491108
219	0.7271291953
220	0.7266021121
221	0.7251909314
222	0.7243568819
223	0.7232880312
224	0.722081376
225	0.7215473242
226	0.7206482171
227	0.7199904279
228	0.7194683821
229	0.7184563719
230	0.7176772655
231	0.7171896058
232	0.7160682064
233	0.71551523
234	0.7144302121
235	0.7137908318
236	0.7129361763
237	0.7124243592
238	0.7116877746
239	0.7106915104
240	0.7100194772
241	0.7097019912
242	0.7089442885
243	0.7079839691
244	0.7075973165
245	0.7067736585
246	0.7062096917
247	0.7056007878
248	0.7051348044
249	0.7047160849
250	0.7042969772
251	0.7032157724
252	0.7021584993
253	0.7013875296
254	0.7002688349
255	0.6993693116
256	0.6985857601
257	0.6975733378
258	0.6970954039
259	0.6963926892
260	0.6957647262
261	0.6952004835
262	0.6949514012
263	0.6943553016
264	0.6935386002
265	0.6929778437
266	0.6921824895
267	0.69142755
268	0.6899773218
269	0.6894094271
270	0.6889201237
271	0.6883131438
272	0.6878419117
273	0.6874557715
274	0.686964082
275	0.6864683434
276	0.6860218193
277	0.6854733104
278	0.6849487113
279	0.6844769247
280	0.6837949745
281	0.6833711586
282	0.6829353413
283	0.6824453602
284	0.6821183876
285	0.6815372333
286	0.6812066976
287	0.6808536355
288	0.6802449984
289	0.6794977486
290	0.6791037961
291	0.6787740401
292	0.6783583431
293	0.6779605562
294	0.6770933623
295	0.6765162132
296	0.6760084339
297	0.6751539114
298	0.6744765662
299	0.6741420892
300	0.6736684379
301	0.6729718133
302	0.6720202434
303	0.6714732184
304	0.6708965643
305	0.6703137752
306	0.6699242012
307	0.6693691133
308	0.6687581257
309	0.6682447037
310	0.6678813006
311	0.66728552
312	0.6670169647
313	0.6664683635
314	0.6658911955
315	0.6655408727
316	0.6644224831
317	0.6628771006
318	0.6625870018
319	0.6616029172
320	0.6610861145
321	0.660390384
322	0.6599598137
323	0.6594456359
324	0.6582870444
325	0.6580339836
326	0.6574706692
327	0.6569771258
328	0.656534479
329	0.6562424327
330	0.655623067
331	0.655140294
332	0.6548088421
333	0.6543159829
334	0.6538963598
335	0.6533769224
336	0.6529010633
337	0.652650143
338	0.6523490916
339	0.6518471399
340	0.6510804339
341	0.650506209
342	0.6496445409
343	0.6492227184
344	0.6484755513
345	0.6472748999
346	0.6471542723
347	0.6466479064
348	0.6462428506
349	0.6457138326
350	0.6454472026
351	0.6450586109
352	0.6446959532
353	0.6443654049
354	0.6435842473
355	0.6433427067
356	0.6428834972
357	0.642662002
358	0.6423415262
359	0.6418716917
360	0.6414924598
361	0.6410966718
362	0.6408990876
363	0.6406616342
364	0.6404585904
365	0.6401094702
366	0.6395743809
367	0.639283949
368	0.6387001441
369	0.6384235325
370	0.6375808277
371	0.6372134578
372	0.6368728423
373	0.6364700282
374	0.63597101
375	0.63572527
376	0.6354394586
377	0.6351352403
378	0.6345697128
379	0.6341396308
380	0.633571935
381	0.633085942
382	0.6325334526
383	0.6322048025
384	0.6317265321
385	0.6314471716
386	0.6311349057
387	0.6307285247
388	0.630260602
389	0.6298403841
390	0.6292610097
391	0.6288188814
392	0.6282352099
393	0.6277859387
394	0.6272783805
395	0.626982702
396	0.6261019448
397	0.6257576717
398	0.6250472315
399	0.6247055423
400	0.6241910764
401	0.6239545087
402	0.6235601721
403	0.6232161956
404	0.6229030015
405	0.6227474463
406	0.6222704276
407	0.6219016175
408	0.6215750907
409	0.6212970888
410	0.620838316
411	0.6197893291
412	0.6195246122
413	0.6190608694
414	0.6184932725
415	0.6180798903
416	0.6177942327
417	0.6173400175
418	0.6161250863
419	0.6155559194
420	0.6150968422
421	0.6147567968
422	0.614077983
423	0.6133888684
424	0.6130005178
425	0.6127235902
426	0.612137745
427	0.6117569179
428	0.6114560054
429	0.610913028
430	0.6104443705
431	0.6098655124
432	0.6095271969
433	0.6090721456
434	0.607893051
435	0.6077190227
436	0.6071488616
437	0.6060156512
438	0.6057361112
439	0.6053222254
440	0.6050485633
441	0.6046228676
442	0.604105917
443	0.6038372057
444	0.603524805
445	0.6032019483
446	0.6029400026
447	0.6026070095
448	0.6021143748
449	0.6017140121
450	0.6014675126
451	0.6012072251
452	0.6007530149
453	0.600387307
454	0.5998626027
455	0.5993288131
456	0.5990253831
457	0.5987742001
458	0.5977202429
459	0.597527263
460	0.5971846031
461	0.5969285342
462	0.5964835461
463	0.5956540082
464	0.5953509786
465	0.5950943661
466	0.5943378746
467	0.5941475387
468	0.5937855555
469	0.5934469772
470	0.5932493483
471	0.5927966662
472	0.5925862517
473	0.5920982798
474	0.5915439997
475	0.5907265818
476	0.5905797306
477	0.5899540607
478	0.5896218036
479	0.5891058585
480	0.5887315181
481	0.5883400475
482	0.5880718307
483	0.587664878
484	0.5873901694
485	0.5867752218
486	0.586066781
487	0.5858240318
488	0.5851137269
489	0.5848479329
490	0.5846115115
491	0.5843194741
492	0.5839981724
493	0.5838044415
494	0.583255479
495	0.5830973844
496	0.5827232435
497	0.5824954026
498	0.5822400948
499	0.5817528061
